Year,Iteration,Alloy Name,Al,Co,Cr,Cu,Fe,Mn,Ni,V,VarvYS pred(MPa) at 298K,SFE_calc,VEC Avg,EDS Measured Atomic % Al ,EDS Measured Atomic % Co ,EDS Measured Atomic % Cr ,EDS Measured Atomic % Cu,EDS Measured Atomic % Fe ,EDS Measured Atomic % Mn,EDS Measured Atomic % Ni ,EDS Measured Atomic % V ,"Hardness, HV","SD, HV",Yield Strength (MPa),"SD, YS",UTS_True (Mpa),"SD, UTS",UTS/YS,"SD, UTS/YS",Elong_T (%),"SD, Elong%",Hardness (GPa) SRJT,"SD, Hardness",Modulus (GPa) SRJT,"SD, Modulus",Avg Hdyn (GPa) HSR,"SD, Avg Hdyn",Avg Hqs (GPa) HSR,"SD, Avg Hqs",Avg HDYN/HQS,"Std, Hdyn/Hqs",Indentation Depth (µm),Depth of Penetration (mm) FE_Sim,Grain Size (µm),Cracked,Processing,Recrystallization,XRD Phase,Tension Test Designation,Grain Size(um),Notes
2,BBB,BBB13,0,40,4,0,28,4,4,20,722.0901867,55.48,496,0,39.7,4.2,0,27.9,3.9,4.2,20.1,223.3,21.2,531.3,29.7,1312.9,0.4,2.5,0.1,28.2,2.2,2.54,0.16,203.53,12.28,3.21,0.19,2.83,0.11,1.13,0.08,,2.31,,0,Cold Rolled,950C for 30min/ water quench,FCC+σ,N/A,,
2,BBB,BBB14,4,0,12,16,4,12,52,0,735.0220013,147.37,896,4.4,0,12.1,15.7,4.1,12.4,51.3,0,138.3,2.2,269.7,3.7,1062.7,15.9,3.9,0.1,51.5,1.9,1.99,0.06,182.28,6.22,2.33,0.06,2.01,0.08,1.16,0.06,,2.96,,0,Cold Rolled,950C for 30min/ water quench,FCC,N/A,47.41,
2,BBB,BBB15,4,0,8,24,4,16,44,0,1004.19632,124.14,908,4.3,0,8.3,23.5,4.1,16.2,43.7,0,139.6,3.5,261.2,6.5,1060.7,6.9,4.1,0.1,52.6,0.3,1.98,0.07,171.74,6.93,2.34,0.06,1.93,0.09,1.22,0.07,,2.98,,0,Cold Rolled,950C for 30min/ water quench,FCC,N/A,51.30,
2,BBB,BBB16,4,36,0,0,4,4,40,12,510.6148911,78.47,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cold Rolled,950C for 30min/ water quench,FCC,N/A,,
2,BBC,BBC01,4,12,4,4,20,16,32,8,,178.60,,4,12.2,4.2,4,20.1,16,31.4,8.2,132.3,4.0,254.6,2.3,1069.3,28.1,4.2,0.1,51.8,0.4,2.13,0.16,162.29,8.36,2.36,0.09,2.02,0.07,1.17,0.05,,2.96,,,Cold Rolled,950C for 30min/ water quench,FCC,,25.80,
2,BBC,BBC02,4,8,0,0,4,8,52,24,,351.42,,4,8.2,,,4.1,8,51.2,24.4,199.9,11.0,449.1,0.9,1462.7,40.8,3.3,0.1,48.4,2,2.63,0.13,191.23,7.05,3.10,0.10,2.66,0.12,1.16,0.05,,2.44,,,Cold Rolled,950C for 30min/ water quench,FCC,,14.70,
2,BBC,BBC03,4,4,12,0,0,4,52,24,,327.28,,4,4.1,12.2,,,3.9,51.3,24.4,320.6,11.8,719.1,12.5,1161.4,31.7,1.6,0.1,13.8,2.1,3.43,0.24,206.62,9.62,3.79,0.08,3.36,0.21,1.13,0.08,,2.22,,,Cold Rolled,950C for 30min/ water quench,FCC+σ,,,
2,BBC,BBC04,4,0,4,0,4,4,60,24,,327.77,,4,,4.2,,4.1,4,59.3,24.5,200.0,8.8,445.7,2.2,1476.3,7.1,3.3,0.0,50.2,0,2.59,0.12,196.1,14.4,3.09,,2.70,,1.14,,,2.45,,,Cold Rolled,950C for 30min/ water quench,FCC,,15.50,
2,BBC,BBC05,0,24,8,0,16,40,4,8,,15.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Rolled,950C for 30min/ water quench,,,,
2,BBC,BBC06,4,28,4,0,4,4,44,12,,120.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Rolled,950C for 30min/ water quench,,,,
2,BBC,BBC07,4,32,4,0,0,4,44,12,,106.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Rolled,950C for 30min/ water quench,,,,
2,BBC,BBC08,0,8,0,4,4,28,36,20,,369.00,,,8.1,,4.1,4.2,28.1,35.7,19.9,207.8,18.5,414.6,,1021.5,,2.5,,24.5,,2.54,0.29,160.84,12.08,2.79,0.23,2.47,0.05,1.13,0.08,,2.56,,,Cold Rolled,950C for 30min/ water quench,FCC+σ,,,
2,BBC,BBC09,0,36,4,0,16,16,8,20,,94.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Rolled,950C for 30min/ water quench,,,,
2,BBC,BBC10,4,4,16,0,8,0,52,16,,193.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Rolled,950C for 30min/ water quench,,,,
2,BBC,BBC11,4,12,4,4,12,16,36,12,,234.32,,4.3,12.2,4.2,3.9,12.2,15.9,35.1,12.3,155.7,2.8,290.1,2.5,1098.1,46.0,3.8,0.2,48.4,3.9,2.08,0.15,179.43,11.34,2.61,0.06,2.16,0.13,1.21,0.05,,2.86,,,Cold Rolled,950C for 30min/ water quench,FCC,,21.10,
2,BBC,BBC12,4,4,4,8,28,16,32,4,,140.16,,4.1,4.3,4.2,7.8,28,16.1,31.3,4.1,133.1,11.4,252.1,,971.8,,3.9,,46.3,,1.86,0.08,178.42,9.02,2.18,0.05,1.81,0.10,1.20,0.05,,3.04,,,Cold Rolled,950C for 30min/ water quench,FCC,,21.00,
2,BBC,BBC13,4,28,0,20,4,8,36,0,,146.45,,4.3,28,,19.9,4.1,8.4,35.4,,136.2,2.5,266.6,,920.4,,3.5,,44.6,,1.81,0.1,168.2,8.3,2.13,0.08,1.84,0.04,1.16,0.04,,,,,Cold Rolled,950C for 30min/ water quench,FCC,,19.80,Does not have Kolsky bar data and hence Depth of penetration cannot be estimated
2,BBC,BBC14,0,12,4,0,4,16,40,24,,383.92,,,12.1,4.1,,4.3,16.1,39,24.5,198.1,12.4,406.4,7.4,1293.4,4.5,3.2,0.1,39.6,2.2,2.54,0.27,192.43,6.65,3.14,0.26,2.69,0.34,1.17,0.14,,2.51,,,Cold Rolled,950C for 30min/ water quench,FCC+σ,,20.10,
2,BBC,BBC15,4,16,0,20,4,12,44,0,,246.43,,4.4,16.2,,19.7,4.2,12.3,43.3,,119.7,3.3,218.8,4.1,870.7,4.7,4.0,0.1,44.6,1.3,1.79,0.05,173.17,6.24,2.14,0.07,1.79,0.05,1.20,0.04,,3.22,,,Cold Rolled,950C for 30min/ water quench,FCC,,25.00,
2,BBC,BBC16,4,28,4,0,8,0,40,16,,40.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Rolled,950C for 30min/ water quench,,,,
